sp	habitat
OG0015644	BPLI1	Marine
OG0015645	BPLI1	Marine
OG0015646	BPLI1	Marine
OG0015647	BPLI1	Marine
OG0015648	BPLI1	Marine
OG0015649	BPLI1	Marine
OG0015650	BPLI1	Marine
OG0015651	BPLI1	Marine
OG0015652	BPLI1	Marine
OG0015699	CNIT1	Marine
OG0015723	CRVI1	Marine
OG0015724	CRVI1	Marine
OG0015728	CTEL1	Marine
OG0015729	CTEL1	Marine
OG0015730	CTEL1	Marine
OG0015732	CTEL1	Marine
OG0015733	CTEL1	Marine
OG0015737	DROS1	NonMarine
OG0015744	FSAG1	Marine
OG0015745	GAEG1	Marine
OG0015747	GAEG1	Marine
OG0015748	GPEL1	Marine
OG0015756	HBRA1	Marine
OG0015760	LGIG1	Marine
OG0015761	LGIG1	Marine
OG0015762	LMAX1	NonMarine
OG0015766	LSTA1	NonMarine
OG0015767	LSTA1	NonMarine
OG0015768	LSTA1	NonMarine
OG0015769	LSTA1	NonMarine
OG0015771	LSTA1	NonMarine
OG0015773	MACO1	NonMarine
OG0015779	MCOR1	Marine
OG0015780	MCOR1	Marine
OG0015781	MCOR1	Marine
OG0015782	MCOR1	Marine
OG0015783	MCOR1	Marine
OG0015784	MCOR1	Marine
OG0015785	MCOR1	Marine
OG0015787	MCOR1	Marine
OG0015788	MCOR1	Marine
OG0015789	MCOR1	Marine
OG0015791	MCOR1	Marine
OG0015792	MCOR1	Marine
OG0015793	MCOR1	Marine
OG0015795	MFRU1	NonMarine
OG0015797	MFRU1	NonMarine
OG0015798	MFRU1	NonMarine
OG0015799	MHON1	Marine
OG0015801	MMAR1	NonMarine
OG0015802	NMIR1	Marine
OG0015803	NMIR1	Marine
OG0015804	NMIR1	Marine
OG0015805	NMIR1	Marine
OG0015806	NMIR1	Marine
OG0015808	NMIR1	Marine
OG0015810	PFUC1	Marine
OG0015811	PMAC1	NonMarine
OG0015812	PMAX1	Marine
OG0015817	SSUL1	Marine
OG0015818	SSUL1	Marine
OG0015819	SVEN1	Marine
OG0015820	TLIN1	Marine
OG0015821	TLIN1	Marine
OG0015822	TLIN1	Marine
OG0015824	ABIP1	NonMarine
OG0016022	ADUX1	Marine
OG0016150	CTEL1	Marine
OG0016178	BPLA1	Marine
OG0016179	BPLA1	Marine
OG0016182	BPLA1	Marine
OG0016197	BPLI1	Marine
OG0016199	BPLI1	Marine
OG0016200	BPLI1	Marine
OG0016202	BPLI1	Marine
OG0016203	BPLI1	Marine
OG0016204	BPLI1	Marine
OG0016205	BPLI1	Marine
OG0016206	BPLI1	Marine
OG0016207	BPLI1	Marine
OG0016208	BPLI1	Marine
OG0016209	BPLI1	Marine
OG0016210	BPLI1	Marine
OG0016211	BPLI1	Marine
OG0016212	BPLI1	Marine
OG0016213	BPLI1	Marine
OG0016273	CTEL1	Marine
OG0016276	TLIN1	Marine
OG0016278	CPLI1	NonMarine
OG0016292	CTEL1	Marine
OG0016293	CTEL1	Marine
OG0016294	CTEL1	Marine
OG0016295	CTEL1	Marine
OG0016296	CTUB1	Marine
OG0016299	DROS1	NonMarine
OG0016300	DROS1	NonMarine
OG0016301	DROS1	NonMarine
OG0016310	GPEL1	Marine
OG0016313	GTOL1	Marine
OG0016316	GTOL1	Marine
OG0016326	LMAX1	NonMarine
OG0016327	LMAX1	NonMarine
OG0016332	LSTA1	NonMarine
OG0016333	LSTA1	NonMarine
OG0016334	LSTA1	NonMarine
OG0016335	LSTA1	NonMarine
OG0016336	TLIN1	Marine
OG0016337	MCOR1	Marine
OG0016338	MCOR1	Marine
OG0016340	MCOR1	Marine
OG0016341	MCOR1	Marine
OG0016343	MCOR1	Marine
OG0016344	MCOR1	Marine
OG0016345	MCOR1	Marine
OG0016346	MCOR1	Marine
OG0016347	MCOR1	Marine
OG0016349	MCOR1	Marine
OG0016352	MCOR1	Marine
OG0016353	MCOR1	Marine
OG0016355	MCOR1	Marine
OG0016356	MCOR1	Marine
OG0016357	MCOR1	Marine
OG0016360	MFRU1	NonMarine
OG0016362	MFRU1	NonMarine
OG0016363	MFRU1	NonMarine
OG0016364	MFRU1	NonMarine
OG0016365	MHON1	Marine
OG0016367	MMAR1	NonMarine
OG0016369	NALB1	Marine
OG0016371	OREE1	Marine
OG0016373	PQUE1	NonMarine
OG0016374	PPAC1	NonMarine
OG0016375	PQUE1	NonMarine
OG0016386	SSUL1	Marine
OG0016387	TLIN1	Marine
OG0016388	TLIN1	Marine
OG0016389	TLIN1	Marine
OG0016392	VINF1	Marine
OG0016399	ABIP1	NonMarine
OG0016400	ABIP1	NonMarine
OG0016609	ADUX1	Marine
OG0016625	ADUX1	Marine
OG0016670	AENT2	Marine
OG0016695	AMSP1	Marine
OG0016743	PSOL1	NonMarine
OG0016748	MCOR1	Marine
OG0016750	GPEL1	Marine
OG0016753	MMAR1	NonMarine
OG0016777	BGON1	NonMarine
OG0016786	OSIN1	Marine
OG0016789	BPLA1	Marine
OG0016791	BPLA1	Marine
OG0016812	BPLI1	Marine
OG0016814	BPLI1	Marine
OG0016815	BPLI1	Marine
OG0016816	BPLI1	Marine
OG0016817	BPLI1	Marine
OG0016818	BPLI1	Marine
OG0016819	BPLI1	Marine
OG0016820	BPLI1	Marine
OG0016821	BPLI1	Marine
OG0016822	BPLI1	Marine
OG0016823	BPLI1	Marine
OG0016824	BPLI1	Marine
OG0016825	BPLI1	Marine
OG0016828	BPLI1	Marine
OG0016829	BPLI1	Marine
OG0016830	BPLI1	Marine
OG0016832	BPLI1	Marine
OG0016833	BPLI1	Marine
OG0016834	BPLI1	Marine
OG0016835	BPLI1	Marine
OG0016836	BPLI1	Marine
OG0016837	BPLI1	Marine
OG0016839	BPLI1	Marine
OG0016854	CASP1	NonMarine
OG0016862	PFUC1	Marine
OG0016911	COLI1	Marine
OG0016913	CPLI1	NonMarine
OG0016935	CTEL1	Marine
OG0016936	CTEL1	Marine
OG0016937	CTEL1	Marine
OG0016939	CTEL1	Marine
OG0016944	DROS1	NonMarine
OG0016947	ECHI1	NonMarine
OG0016950	ECHL1	Marine
OG0016958	FKUR1	NonMarine
OG0016959	FSAG1	Marine
OG0016960	FSAG1	Marine
OG0016964	GEBO1	Marine
OG0016972	HBRA1	Marine
OG0016975	NMIR1	Marine
OG0016978	LGIG1	Marine
OG0016990	LSTA1	NonMarine
OG0016991	LSTA1	NonMarine
OG0016992	LSTA1	NonMarine
OG0016993	LSTA1	NonMarine
OG0016996	MCOR1	Marine
OG0016997	MCOR1	Marine
OG0016998	MCOR1	Marine
OG0016999	MCOR1	Marine
OG0017000	MCOR1	Marine
OG0017001	MCOR1	Marine
OG0017002	MCOR1	Marine
OG0017003	MCOR1	Marine
OG0017005	MCOR1	Marine
OG0017006	MCOR1	Marine
OG0017007	MCOR1	Marine
OG0017008	MCOR1	Marine
OG0017010	MCOR1	Marine
OG0017011	MCOR1	Marine
OG0017012	MCOR1	Marine
OG0017013	MCOR1	Marine
OG0017014	MCOR1	Marine
OG0017015	MCOR1	Marine
OG0017016	MCOR1	Marine
OG0017017	MCOR1	Marine
OG0017018	MCOR1	Marine
OG0017021	MCOR1	Marine
OG0017022	MCOR1	Marine
OG0017023	MCOR1	Marine
OG0017024	MCOR1	Marine
OG0017025	MCOR1	Marine
OG0017026	MCOR1	Marine
OG0017027	MCOR1	Marine
OG0017028	MCOR1	Marine
OG0017030	MFOD1	Marine
OG0017033	MHON1	Marine
OG0017034	MHON1	Marine
OG0017036	MMAR1	NonMarine
OG0017037	MMAR1	NonMarine
OG0017038	MMAR1	NonMarine
OG0017039	MMAR1	NonMarine
OG0017040	MMAR1	NonMarine
OG0017041	MMAR1	NonMarine
OG0017046	NALB1	Marine
OG0017047	NMIR1	Marine
OG0017048	NMIR1	Marine
OG0017053	OREE1	Marine
OG0017054	OREE1	Marine
OG0017055	OSIN1	Marine
OG0017059	PELE1	NonMarine
OG0017060	PFUC1	Marine
OG0017061	PFUC1	Marine
OG0017062	PMAC1	NonMarine
OG0017063	PSOL1	NonMarine
OG0017064	PSOL1	NonMarine
OG0017065	PSOL1	NonMarine
OG0017067	TLIN1	Marine
OG0017071	SBRO1	Marine
OG0017079	SSUL1	Marine
OG0017080	SSUL1	Marine
OG0017081	SVEN1	Marine
OG0017082	TLIM1	Marine
OG0017083	TLIN1	Marine
OG0017084	TLIN1	Marine
OG0017085	TLIN1	Marine
OG0017086	TLIN1	Marine
OG0017087	TLIN1	Marine
OG0017088	TLIN1	Marine
OG0017089	TLIN1	Marine
OG0017091	VINF1	Marine
OG0017311	ACRI1	Marine
OG0017353	ADUX1	Marine
OG0017438	AIMM1	NonMarine
OG0017481	NMIR1	Marine
OG0017490	BPLI1	Marine
OG0017492	NMIR1	Marine
OG0017495	MFOD1	Marine
OG0017540	BPLA1	Marine
OG0017545	BPLA1	Marine
OG0017562	BPLI1	Marine
OG0017563	BPLI1	Marine
OG0017564	BPLI1	Marine
OG0017565	BPLI1	Marine
OG0017566	BPLI1	Marine
OG0017567	BPLI1	Marine
OG0017568	BPLI1	Marine
OG0017569	BPLI1	Marine
OG0017570	BPLI1	Marine
OG0017571	BPLI1	Marine
OG0017572	BPLI1	Marine
OG0017573	BPLI1	Marine
OG0017574	BPLI1	Marine
OG0017575	BPLI1	Marine
OG0017576	BPLI1	Marine
OG0017577	BPLI1	Marine
OG0017578	BPLI1	Marine
OG0017579	BPLI1	Marine
OG0017581	BPLI1	Marine
OG0017582	BPLI1	Marine
OG0017585	BPLI1	Marine
OG0017586	BPLI1	Marine
OG0017587	BPLI1	Marine
OG0017588	BPLI1	Marine
OG0017589	BPLI1	Marine
OG0017590	BPLI1	Marine
OG0017591	BPLI1	Marine
OG0017614	CASP1	NonMarine
OG0017627	NMIR1	Marine
OG0017676	COLI1	Marine
OG0017680	CPLI1	NonMarine
OG0017689	CRVI1	Marine
OG0017696	CTEL1	Marine
OG0017697	CTEL1	Marine
OG0017698	CTEL1	Marine
OG0017699	CTEL1	Marine
OG0017700	CTEL1	Marine
OG0017701	CTEL1	Marine
OG0017702	CTEL1	Marine
OG0017703	CTEL1	Marine
OG0017706	DROS1	NonMarine
OG0017713	ECHL1	Marine
OG0017714	ECHL1	Marine
OG0017725	FSAG1	Marine
OG0017734	GPEL1	Marine
OG0017736	GPEL1	Marine
OG0017741	GTOL1	Marine
OG0017742	GTOL1	Marine
OG0017744	GTOL1	Marine
OG0017746	GTOL1	Marine
OG0017754	KTUN1	Marine
OG0017758	LHYA1	Marine
OG0017759	LMAX1	NonMarine
OG0017760	LMAX1	NonMarine
OG0017761	LMAX1	NonMarine
OG0017762	LNYA1	NonMarine
OG0017764	LNYA1	NonMarine
OG0017769	LSTA1	NonMarine
OG0017770	LSTA1	NonMarine
OG0017771	LSTA1	NonMarine
OG0017772	LSTA1	NonMarine
OG0017773	LSTA1	NonMarine
OG0017774	LSTA1	NonMarine
OG0017775	LSTA1	NonMarine
OG0017776	MACO1	NonMarine
OG0017781	MCOR1	Marine
OG0017782	MCOR1	Marine
OG0017783	MCOR1	Marine
OG0017784	MCOR1	Marine
OG0017786	MCOR1	Marine
OG0017787	MCOR1	Marine
OG0017789	MCOR1	Marine
OG0017790	MCOR1	Marine
OG0017791	MCOR1	Marine
OG0017792	MCOR1	Marine
OG0017793	MCOR1	Marine
OG0017795	MCOR1	Marine
OG0017796	MCOR1	Marine
OG0017800	MCOR1	Marine
OG0017801	MCOR1	Marine
OG0017802	MCOR1	Marine
OG0017803	MCOR1	Marine
OG0017807	MCOR1	Marine
OG0017808	MCOR1	Marine
OG0017809	MCOR1	Marine
OG0017813	MCOR1	Marine
OG0017814	MCOR1	Marine
OG0017815	MCOR1	Marine
OG0017819	MFRU1	NonMarine
OG0017820	MFRU1	NonMarine
OG0017821	MFRU1	NonMarine
OG0017822	MFRU1	NonMarine
OG0017823	MHON1	Marine
OG0017824	MHON1	Marine
OG0017827	MMAR1	NonMarine
OG0017832	NMIR1	Marine
OG0017833	NMIR1	Marine
OG0017834	NMIR1	Marine
OG0017836	NMIR1	Marine
OG0017837	NMIR1	Marine
OG0017838	NMIR1	Marine
OG0017839	NMIR1	Marine
OG0017840	NMIR1	Marine
OG0017842	NTUM1	Marine
OG0017846	OSIN1	Marine
OG0017849	PFUC1	Marine
OG0017850	PFUC1	Marine
OG0017851	PFUC1	Marine
OG0017852	PFUC1	Marine
OG0017853	PHOY1	Marine
OG0017854	PMAC1	NonMarine
OG0017865	SSUL1	Marine
OG0017866	SVEN1	Marine
OG0017872	TLIN1	Marine
OG0017875	VINF1	Marine
OG0017886	ABIP1	NonMarine
OG0018256	AGEM1	Marine
OG0018344	PSAC1	Marine
OG0018351	CGIG1	Marine
OG0018356	OBIM1	Marine
OG0018361	CTEL1	Marine
OG0018364	TLIN1	Marine
OG0018375	NTUM1	Marine
OG0018376	PPAC1	NonMarine
OG0018388	BGLA1	NonMarine
OG0018389	BGLA1	NonMarine
OG0018390	BGLA1	NonMarine
OG0018391	BGLA1	NonMarine
OG0018399	BGON1	NonMarine
OG0018418	MBIL1	NonMarine
OG0018425	BPLA1	Marine
OG0018430	BPLA1	Marine
OG0018445	BPLI1	Marine
OG0018446	BPLI1	Marine
OG0018447	BPLI1	Marine
OG0018448	BPLI1	Marine
OG0018449	BPLI1	Marine
OG0018450	BPLI1	Marine
OG0018451	BPLI1	Marine
OG0018452	BPLI1	Marine
OG0018453	BPLI1	Marine
OG0018454	BPLI1	Marine
OG0018455	BPLI1	Marine
OG0018456	BPLI1	Marine
OG0018458	BPLI1	Marine
OG0018459	BPLI1	Marine
OG0018460	BPLI1	Marine
OG0018461	BPLI1	Marine
OG0018462	BPLI1	Marine
OG0018463	BPLI1	Marine
OG0018464	BPLI1	Marine
OG0018465	BPLI1	Marine
OG0018466	BPLI1	Marine
OG0018467	BPLI1	Marine
OG0018468	BPLI1	Marine
OG0018469	BPLI1	Marine
OG0018470	BPLI1	Marine
OG0018471	BPLI1	Marine
OG0018472	BPLI1	Marine
OG0018473	BPLI1	Marine
OG0018474	BPLI1	Marine
OG0018475	BPLI1	Marine
OG0018476	BPLI1	Marine
OG0018477	BPLI1	Marine
OG0018478	BPLI1	Marine
OG0018479	BPLI1	Marine
OG0018498	CASP1	NonMarine
OG0018508	PSOL1	NonMarine
OG0018515	NMIR1	Marine
OG0018517	NALB1	Marine
OG0018577	CPLI1	NonMarine
OG0018595	CRVI1	Marine
OG0018596	CRVI1	Marine
OG0018608	CTEL1	Marine
OG0018611	CTEL1	Marine
OG0018613	CTEL1	Marine
OG0018614	CTEL1	Marine
OG0018615	CTEL1	Marine
OG0018616	CTEL1	Marine
OG0018618	CTEL1	Marine
OG0018621	DRET1	NonMarine
OG0018623	DROS1	NonMarine
OG0018626	DROS1	NonMarine
OG0018630	ECHI1	NonMarine
OG0018631	ECHI1	NonMarine
OG0018632	ECHI1	NonMarine
OG0018633	ECHI1	NonMarine
OG0018635	ECHL1	Marine
OG0018636	ECHL1	Marine
OG0018637	ECHL1	Marine
OG0018646	FCAU1	Marine
OG0018650	FSAG1	Marine
OG0018656	GEBO1	Marine
OG0018658	GPEL1	Marine
OG0018664	GTOL1	Marine
OG0018666	GTOL1	Marine
OG0018667	GTOL1	Marine
OG0018668	GTOL1	Marine
OG0018669	GTOL1	Marine
OG0018676	HBRA1	Marine
OG0018677	HBRA1	Marine
OG0018679	HLUC1	NonMarine
OG0018682	IPYG1	Marine
OG0018688	LHYA1	Marine
OG0018690	LMAX1	NonMarine
OG0018691	LMAX1	NonMarine
OG0018692	LMAX1	NonMarine
OG0018696	LNYA1	NonMarine
OG0018705	LSTA1	NonMarine
OG0018706	LSTA1	NonMarine
OG0018707	LSTA1	NonMarine
OG0018708	LSTA1	NonMarine
OG0018709	LSTA1	NonMarine
OG0018715	MARE1	Marine
OG0018717	TLIN1	Marine
OG0018719	MCOR1	Marine
OG0018720	MCOR1	Marine
OG0018721	MCOR1	Marine
OG0018722	MCOR1	Marine
OG0018723	MCOR1	Marine
OG0018724	MCOR1	Marine
OG0018725	MCOR1	Marine
OG0018726	MCOR1	Marine
OG0018727	MCOR1	Marine
OG0018728	MCOR1	Marine
OG0018729	MCOR1	Marine
OG0018730	MCOR1	Marine
OG0018731	MCOR1	Marine
OG0018732	MCOR1	Marine
OG0018734	MCOR1	Marine
OG0018735	MCOR1	Marine
OG0018736	MCOR1	Marine
OG0018738	MCOR1	Marine
OG0018740	MCOR1	Marine
OG0018741	MCOR1	Marine
OG0018742	MCOR1	Marine
OG0018743	MCOR1	Marine
OG0018744	MCOR1	Marine
OG0018745	MCOR1	Marine
OG0018746	MCOR1	Marine
OG0018747	MCOR1	Marine
OG0018749	MCOR1	Marine
OG0018750	MCOR1	Marine
OG0018753	MCOR1	Marine
OG0018755	MFRU1	NonMarine
OG0018756	MFRU1	NonMarine
OG0018757	MFRU1	NonMarine
OG0018758	MFRU1	NonMarine
OG0018759	MHON1	Marine
OG0018762	MHON1	Marine
OG0018763	MHON1	Marine
OG0018764	MMAR1	NonMarine
OG0018765	MMAR1	NonMarine
OG0018766	MMAR1	NonMarine
OG0018767	MMAR1	NonMarine
OG0018768	MMAR1	NonMarine
OG0018769	MSWE1	Marine
OG0018771	NALB1	Marine
OG0018772	NMIR1	Marine
OG0018773	NMIR1	Marine
OG0018774	NMIR1	Marine
OG0018775	NMIR1	Marine
OG0018776	NMIR1	Marine
OG0018777	NMIR1	Marine
OG0018778	NMIR1	Marine
OG0018779	NTUM1	Marine
OG0018781	OBAN1	Marine
OG0018785	PBUC1	Marine
OG0018786	PFUC1	Marine
OG0018787	PFUC1	Marine
OG0018788	PFUC1	Marine
OG0018789	PHOY1	Marine
OG0018790	PSOL1	NonMarine
OG0018791	PULY1	Marine
OG0018800	SSUL1	Marine
OG0018801	SVEN1	Marine
OG0018802	TLIN1	Marine
OG0018803	TLIN1	Marine
OG0018804	TLIN1	Marine
OG0018805	TLIN1	Marine
OG0018806	TLIN1	Marine
OG0018807	TLIN1	Marine
OG0018808	TLIN1	Marine
OG0018809	TLIN1	Marine
OG0018810	TLIN1	Marine
OG0018821	ABIP1	NonMarine
OG0018835	ABIP1	NonMarine
OG0018845	ABIP1	NonMarine
OG0019141	ADUX1	Marine
OG0019146	ADUX1	Marine
OG0019266	AIMM1	NonMarine
OG0019362	MCOR1	Marine
OG0019364	MCOR1	Marine
OG0019371	NMIR1	Marine
OG0019374	LHYA1	Marine
OG0019376	SGLO1	Marine
OG0019384	CTEL1	Marine
OG0019388	MSWE1	Marine
OG0019390	LHYA1	Marine
OG0019391	CTEL1	Marine
OG0019406	BGLA1	NonMarine
OG0019409	BGLA1	NonMarine
OG0019420	BGON1	NonMarine
OG0019421	BGON1	NonMarine
OG0019422	BGON1	NonMarine
OG0019440	BPLA1	Marine
OG0019442	BPLA1	Marine
OG0019445	BPLA1	Marine
OG0019447	BPLA1	Marine
OG0019454	BPLA1	Marine
OG0019455	BPLA1	Marine
OG0019458	BPLA1	Marine
OG0019459	BPLA1	Marine
OG0019474	BPLI1	Marine
OG0019475	BPLI1	Marine
OG0019476	BPLI1	Marine
OG0019478	BPLI1	Marine
OG0019479	BPLI1	Marine
OG0019480	BPLI1	Marine
OG0019481	BPLI1	Marine
OG0019482	BPLI1	Marine
OG0019483	BPLI1	Marine
OG0019484	BPLI1	Marine
OG0019485	BPLI1	Marine
OG0019486	BPLI1	Marine
OG0019487	BPLI1	Marine
OG0019488	BPLI1	Marine
OG0019489	BPLI1	Marine
OG0019490	BPLI1	Marine
OG0019491	BPLI1	Marine
OG0019492	BPLI1	Marine
OG0019493	BPLI1	Marine
OG0019494	BPLI1	Marine
OG0019495	BPLI1	Marine
OG0019496	BPLI1	Marine
OG0019520	CASP1	NonMarine
OG0019536	TLIN1	Marine
OG0019595	CLAR1	Marine
OG0019626	COLI1	Marine
OG0019634	CPLI1	NonMarine
OG0019636	CPLI1	NonMarine
OG0019640	CPLI1	NonMarine
OG0019650	CRAD1	Marine
OG0019658	CRVI1	Marine
OG0019659	CRVI1	Marine
OG0019660	CRVI1	Marine
OG0019665	CSQU1	Marine
OG0019674	CTEL1	Marine
OG0019675	CTEL1	Marine
OG0019680	CTEL1	Marine
OG0019682	CTEL1	Marine
OG0019687	DROS1	NonMarine
OG0019688	DROS1	NonMarine
OG0019689	DROS1	NonMarine
OG0019691	DROS1	NonMarine
OG0019694	DROS1	NonMarine
OG0019700	ECHI1	NonMarine
OG0019706	ENTR1	Marine
OG0019715	FSAG1	Marine
OG0019726	GPEL1	Marine
OG0019729	GTOL1	Marine
OG0019732	GTOL1	Marine
OG0019733	GTOL1	Marine
OG0019746	NPOM2	Marine
OG0019747	MCOR1	Marine
OG0019751	LGIG1	Marine
OG0019754	LHYA1	Marine
OG0019755	LHYA1	Marine
OG0019775	LSTA1	NonMarine
OG0019776	LSTA1	NonMarine
OG0019777	LSTA1	NonMarine
OG0019778	LSTA1	NonMarine
OG0019779	LSTA1	NonMarine
OG0019780	LSTA1	NonMarine
OG0019781	LSTA1	NonMarine
OG0019782	MACO1	NonMarine
OG0019789	MCOR1	Marine
OG0019790	MCOR1	Marine
OG0019791	MCOR1	Marine
OG0019792	MCOR1	Marine
OG0019794	MCOR1	Marine
OG0019795	MCOR1	Marine
OG0019796	MCOR1	Marine
OG0019797	MCOR1	Marine
OG0019798	MCOR1	Marine
OG0019799	MCOR1	Marine
OG0019801	MCOR1	Marine
OG0019804	MCOR1	Marine
OG0019805	MCOR1	Marine
OG0019806	MCOR1	Marine
OG0019807	MCOR1	Marine
OG0019808	MCOR1	Marine
OG0019809	MCOR1	Marine
OG0019811	MCOR1	Marine
OG0019812	MCOR1	Marine
OG0019813	MCOR1	Marine
OG0019814	MCOR1	Marine
OG0019815	MCOR1	Marine
OG0019816	MCOR1	Marine
OG0019817	MCOR1	Marine
OG0019818	MCOR1	Marine
OG0019820	MCOR1	Marine
OG0019821	MCOR1	Marine
OG0019822	MCOR1	Marine
OG0019823	MCOR1	Marine
OG0019824	MCOR1	Marine
OG0019826	MCOR1	Marine
OG0019830	MFOD1	Marine
OG0019833	MFOD1	Marine
OG0019835	MFRU1	NonMarine
OG0019836	MFRU1	NonMarine
OG0019837	MFRU1	NonMarine
OG0019838	MFRU1	NonMarine
OG0019841	MHON1	Marine
OG0019844	MHON1	Marine
OG0019845	MHON1	Marine
OG0019846	MHON1	Marine
OG0019848	MMAR1	NonMarine
OG0019849	MMAR1	NonMarine
OG0019850	MMAR1	NonMarine
OG0019851	MMAR1	NonMarine
OG0019852	MMAR1	NonMarine
OG0019853	MMAR1	NonMarine
OG0019854	MMAR1	NonMarine
OG0019855	MMAR1	NonMarine
OG0019856	NALB1	Marine
OG0019857	NALB1	Marine
OG0019858	NMIR1	Marine
OG0019859	NMIR1	Marine
OG0019860	NMIR1	Marine
OG0019861	NMIR1	Marine
OG0019862	NMIR1	Marine
OG0019863	NMIR1	Marine
OG0019864	NMIR1	Marine
OG0019865	NMIR1	Marine
OG0019869	OSIN1	Marine
OG0019870	PBUC1	Marine
OG0019875	PFUC1	Marine
OG0019876	PFUC1	Marine
OG0019877	PFUC1	Marine
OG0019878	PFUC1	Marine
OG0019879	PMAC1	NonMarine
OG0019880	PMAX1	Marine
OG0019881	PSAC1	Marine
OG0019882	PULY1	Marine
OG0019883	PULY1	Marine
OG0019893	SBRO1	Marine
OG0019894	SCON1	Marine
OG0019895	SGLO1	Marine
OG0019902	SSUL1	Marine
OG0019903	SSUL1	Marine
OG0019904	SVEN1	Marine
OG0019905	SVEN1	Marine
OG0019907	TLIN1	Marine
OG0019908	TLIN1	Marine
OG0019909	TLIN1	Marine
OG0019910	TLIN1	Marine
OG0019911	TLIN1	Marine
OG0019912	TLIN1	Marine
OG0019913	TLIN1	Marine
OG0019914	TLIN1	Marine
OG0019915	TLIN1	Marine
OG0019916	TLIN1	Marine
OG0019917	TLIN1	Marine
OG0019918	TLIN1	Marine
OG0019920	VINF1	Marine
OG0019922	ABIP1	NonMarine
OG0019923	ABIP1	NonMarine
OG0019938	ABIP1	NonMarine
OG0019942	ABIP1	NonMarine
OG0019945	ABIP1	NonMarine
OG0019946	ABIP1	NonMarine
OG0019949	ABIP1	NonMarine
OG0019958	ABIP1	NonMarine
OG0020046	ACAL1	Marine
OG0020281	ADUX1	Marine
OG0020282	ADUX1	Marine
OG0020283	ADUX1	Marine
OG0020423	AIMM1	NonMarine
OG0020502	TLIN1	Marine
OG0020508	LNYA1	NonMarine
OG0020509	GTOL1	Marine
OG0020522	NMIR1	Marine
OG0020525	SGLO1	Marine
OG0020529	BPLI1	Marine
OG0020530	NMIR1	Marine
OG0020536	MFOD1	Marine
OG0020538	CTEL1	Marine
OG0020546	NMIR1	Marine
OG0020572	BGLA1	NonMarine
OG0020575	BGLA1	NonMarine
OG0020581	BGLA1	NonMarine
OG0020587	BGON1	NonMarine
OG0020591	BGON1	NonMarine
OG0020610	LFLA1	NonMarine
OG0020613	LFLA1	NonMarine
OG0020615	PSAC1	Marine
OG0020616	CTEL1	Marine
OG0020620	CTEL1	Marine
OG0020625	BPLA1	Marine
OG0020631	BPLA1	Marine
OG0020633	BPLA1	Marine
OG0020634	BPLA1	Marine
OG0020638	BPLA1	Marine
OG0020639	BPLA1	Marine
OG0020640	BPLA1	Marine
OG0020641	BPLA1	Marine
OG0020643	BPLA1	Marine
OG0020664	BPLI1	Marine
OG0020666	BPLI1	Marine
OG0020667	BPLI1	Marine
OG0020668	BPLI1	Marine
OG0020669	BPLI1	Marine
OG0020670	BPLI1	Marine
OG0020672	BPLI1	Marine
OG0020673	BPLI1	Marine
OG0020674	BPLI1	Marine
OG0020675	BPLI1	Marine
OG0020676	BPLI1	Marine
OG0020677	BPLI1	Marine
OG0020678	BPLI1	Marine
OG0020679	BPLI1	Marine
OG0020680	BPLI1	Marine
OG0020681	BPLI1	Marine
OG0020682	BPLI1	Marine
OG0020683	BPLI1	Marine
OG0020684	BPLI1	Marine
OG0020685	BPLI1	Marine
OG0020686	BPLI1	Marine
OG0020687	BPLI1	Marine
OG0020688	BPLI1	Marine
OG0020689	BPLI1	Marine
OG0020690	BPLI1	Marine
OG0020691	BPLI1	Marine
OG0020692	BPLI1	Marine
OG0020693	BPLI1	Marine
OG0020694	BPLI1	Marine
OG0020695	BPLI1	Marine
OG0020696	BPLI1	Marine
OG0020697	BPLI1	Marine
OG0020698	BPLI1	Marine
OG0020699	BPLI1	Marine
OG0020700	BPLI1	Marine
OG0020701	BPLI1	Marine
OG0020702	BPLI1	Marine
OG0020703	BPLI1	Marine
OG0020704	BPLI1	Marine
OG0020705	BPLI1	Marine
OG0020706	BPLI1	Marine
OG0020707	BPLI1	Marine
OG0020708	BPLI1	Marine
OG0020709	BPLI1	Marine
OG0020710	BPLI1	Marine
OG0020711	BPLI1	Marine
OG0020712	BPLI1	Marine
OG0020714	BPLI1	Marine
OG0020715	BPLI1	Marine
OG0020716	BPLI1	Marine
OG0020717	BPLI1	Marine
OG0020718	BPLI1	Marine
OG0020719	BPLI1	Marine
OG0020721	BPLI1	Marine
OG0020736	CAPI1	Marine
OG0020784	CTEL1	Marine
OG0020844	CLAR1	Marine
OG0020849	CNIT1	Marine
OG0020869	CNIT1	Marine
OG0020876	COLI1	Marine
OG0020881	OBIM1	Marine
OG0020884	CPLI1	NonMarine
OG0020886	CPLI1	NonMarine
OG0020888	CPLI1	NonMarine
OG0020918	CRAD1	Marine
OG0020921	CRVI1	Marine
OG0020923	CRVI1	Marine
OG0020924	CRVI1	Marine
OG0020929	CTEL1	Marine
OG0020930	CTEL1	Marine
OG0020931	CTEL1	Marine
OG0020933	CTEL1	Marine
OG0020934	CTEL1	Marine
OG0020935	CTEL1	Marine
OG0020936	CTEL1	Marine
OG0020937	CTEL1	Marine
OG0020938	CTEL1	Marine
